563331257	1387591818	100
563331257	1421066886	100
563331257	1396073496	100
563331257	1392317882	100
563331257	1374626245	100
563331257	1376973719	100
563331257	1418852960	100
563331257	1362147670	95
563331257	1375247118	100
563331257	1378361075	100
503483497	1397803392	95
503483497	1320544645	100
503483497	546723063	100
503483497	1401526837	70
503483497	482636791	80
503483497	864564034	95
503483497	445844868	95
503483497	21974794	100
503483497	1313826365	95
503483497	1322698608	10
610636654	1366564091	100
610636654	1421256637	100
610636654	494064179	100
610636654	1381290206	100
610636654	1361232228	100
610636654	1387600059	100
610636654	1351253146	100
610636654	551339267	100
610636654	1399705453	100
610636654	1407753683	100
132423525	30284543	100
132423525	464188532	100
132423525	28390041	90
132423525	1317145436	100
132423525	1413325844	100
132423525	460528	100
132423525	1313631611	100
132423525	1405069080	90
132423525	1405316572	95
132423525	22727344	95
114840375	482172	100
114840375	744722	100
114840375	33599403	100
114840375	34986029	85
114840375	488256310	100
114840375	1378491293	100
114840375	531786301	100
114840375	29743607	100
114840375	28913884	90
114840375	857619	100
426334290	29922513	25
426334290	751660	30
426334290	1311319292	25
426334290	32717084	10
426334290	34999673	20
426334290	1376121103	10
426334290	32717081	10
426334290	34509047	10
426334290	1409944981	10
426334290	34528306	10
39714273	22818131	85
39714273	26119851	75
39714273	26127770	95
39714273	22824938	75
39714273	22671888	80
39714273	34964562	90
39714273	566969	55
39714273	673182	70
39714273	22766095	85
39714273	22711226	70
1384402011	27523664	80
1384402011	608669	85
1384402011	4950232	95
1384402011	554241230	100
1384402011	461885	95
1384402011	591379	95
1384402011	589834	45
1384402011	469896	95
1384402011	519909838	80
1384402011	794573	90
538109241	31648216	100
538109241	740508	100
538109241	41643530	100
538109241	484249935	90
538109241	864431	50
538109241	484249936	100
538109241	28152636	100
538109241	1383736734	100
538109241	31546854	100
538109241	415904870	100
493377121	1404650363	85
493377121	1426947592	95
493377121	632801	90
493377121	1413325848	100
493377121	1371568154	80
493377121	433307	95
493377121	1390430246	75
493377121	1407222577	75
493377121	1410624293	25
493377121	4898223	60
45356986	436487107	90
45356986	1326027044	100
45356986	451113348	100
45356986	1423511231	100
45356986	1323981832	100
45356986	1422641808	80
45356986	1300104216	60
45356986	1421012624	85
45356986	1331873045	85
45356986	1358848647	100
448850354	1415337742	90
448850354	530060589	90
448850354	506355367	95
448850354	506354046	100
448850354	26202039	60
448850354	22707008	100
448850354	22707014	90
448850354	430208123	100
448850354	761515	25
448850354	26534724	75
8978735	188051	100
8978735	188432	100
8978735	156524	100
8978735	26090160	100
8978735	77099	100
8978735	299601	100
8978735	63650	100
8978735	110184	100
8978735	26217307	90
8978735	103892	95
582035638	31168464	100
582035638	1426883824	100
582035638	1346724127	100
582035638	28592559	100
582035638	432698825	100
582035638	1424766676	100
582035638	434981391	100
582035638	432698831	100
582035638	1399533630	100
582035638	1407358755	100
307007912	1355147933	100
307007912	1355149436	100
307007912	1355149437	100
307007912	1362805114	85
307007912	1373172789	95
307007912	1317395076	5
307007912	1350051594	100
307007912	1343445094	60
307007912	1358170947	45
307007912	1347133774	20
94485816	18803225	30
94485816	18803205	25
94485816	555841351	50
94485816	28768438	25
94485816	1390127149	90
94485816	26974899	20
94485816	1372736683	70
94485816	19153873	20
94485816	19153845	60
94485816	28524673	75
1374327736	4877009	95
1374327736	25643291	100
1374327736	247945	100
1374327736	4874221	100
1374327736	1418128838	100
1374327736	531295576	100
1374327736	26348061	95
1374327736	28009097	95
1374327736	27570290	90
1374327736	5247681	95
318837067	1314952590	95
318837067	458238847	80
318837067	530986868	90
318837067	1302371125	70
318837067	505446673	100
318837067	534542015	100
318837067	464015704	90
318837067	470759234	100
318837067	467164897	100
318837067	431610126	60
79260086	1329392980	100
79260086	32957012	100
79260086	33497436	100
79260086	28188434	100
79260086	1430517292	100
79260086	31877250	100
79260086	30500857	100
79260086	1426669182	100
79260086	1424537421	100
79260086	1422745200	100
1620150433	1423109624	95
1620150433	31877077	100
1620150433	1418603002	25
1620150433	1420491527	20
1620150433	1418739991	85
1620150433	1418654425	35
1620150433	1395252835	100
1620150433	1420053843	25
1620150433	1400256289	100
1620150433	1419572001	20
1650191296	1425676569	100
1650191296	1422918971	100
1650191296	1422719250	95
1650191296	326742	100
1650191296	1416685949	95
1650191296	1422992245	100
1650191296	1368711349	100
1650191296	327294	95
1650191296	1425428793	100
3234143933	22004078	90
3234143933	16686610	100
3234143933	21256058	75
3234143933	4226232	100
3234143933	2112908	100
3234143933	3986040	100
3234143933	1476091	25
3234143933	2010074	95
3234143933	19553535	100
3234143933	1868480	100
34885501	1413270618	70
34885501	1637670	90
34885501	512099480	100
34885501	1406429196	85
34885501	1311864709	95
34885501	1304867327	95
34885501	26679470	100
34885501	29427498	95
34885501	18666849	70
34885501	1409093519	100
10887979	1415784995	100
10887979	1415785929	100
10887979	444267214	100
10887979	1360831521	100
10887979	429460884	95
10887979	1418069947	100
10887979	1415828665	100
10887979	427016184	85
10887979	1415785927	100
10887979	1415785928	100
2115116480	1359356908	100
2115116480	541687281	100
2115116480	375328	100
2115116480	1363948882	100
2115116480	208902	100
2115116480	33206214	100
2115116480	421423806	100
2115116480	1381794108	100
2115116480	25707139	100
2115116480	1373168742	100
1	1425643256	100
1	1426087898	100
1	1422992414	100
1	1425818683	100
1	1422989732	100
1	1417862065	100
1	1425818639	100
516371971	1381634928	95
516371971	1377563113	100
636159371	557579748	100
636159371	484278264	100
636159371	1297742167	100
636159371	574155311	90
636159371	488873042	60
636159371	1384311632	100
636159371	1406794102	25
636159371	1425082350	25
636159371	1400694333	25
636159371	537510088	95
316281541	365585	95
316281541	1416387774	100
316281541	1415566662	100
316281541	1331592936	95
316281541	254516	95
316281541	1413377028	100
316281541	1406043587	90
316281541	1335350269	100
316281541	1392971370	100
316281541	191066	95
1524420269	1418953604	100
1524420269	21231648	95
1524420269	1300499352	40
1524420269	1400110511	100
1524420269	463197560	95
1524420269	21231314	95
1524420269	2196242	85
1524420269	4053134	90
1524420269	28497598	90
1524420269	2873679	95
507690851	386538	100
507690851	1336856865	100
507690851	1350584035	100
507690851	1335968312	100
507690851	374597	100
507690851	1432901731	5
507690851	1432514830	60
507690851	209326	100
507690851	1412022850	100
507690851	1311347333	100
373179572	543986947	75
373179572	524149106	100
373179572	28310828	75
373179572	1371453070	60
373179572	1381283988	35
373179572	567644019	100
373179572	26231595	85
373179572	28859689	75
373179572	472045056	100
373179572	1380832261	85
274643158	19453189	100
274643158	85580	100
274643158	1379901	95
274643158	36668614	95
274643158	1425619718	100
274643158	1409129676	90
274643158	26244634	100
274643158	28481189	100
274643158	17793619	80
274643158	1383927243	100
1288108127	66282	100
1288108127	865632948	100
1288108127	326719	100
1288108127	1376873330	100
1288108127	574347194	100
1288108127	1413142894	100
1288108127	1380075991	100
1288108127	28196001	100
1288108127	526081111	100
1288108127	1386055857	100
336945076	1315006934	80
336945076	538737139	100
336945076	1374941143	100
336945076	1324618432	25
336945076	1380495379	90
336945076	556204130	90
336945076	556509143	90
336945076	1407256965	90
336945076	1379112656	30
336945076	1384407086	100
75299233	31352424	80
75299233	19166168	90
75299233	31789001	90
75299233	1398389451	25
75299233	22493983	20
75299233	17845490	25
75299233	3940021	20
75299233	405279587	15
75299233	24702494	10
75299233	573955450	10
413216376	1660021	15
413216376	68260	45
413216376	2108212	95
413216376	441120217	100
413216376	27343943	65
413216376	562759025	100
413216376	441491828	100
413216376	29593497	100
413216376	2123713	80
413216376	491757270	100
275434155	484365106	100
275434155	1431498410	70
275434155	491271737	100
275434155	551335083	95
275434155	1360746868	90
275434155	1338490248	100
275434155	430114655	100
275434155	28283079	100
275434155	26278742	100
275434155	26544456	100
1451445211	1372514696	100
1451445211	1428026963	70
1451445211	1420450395	75
1451445211	1429962439	65
1451445211	1429023416	70
1451445211	1432199271	60
1451445211	1431092530	45
1451445211	1431669391	35
1451445211	1429509758	25
1451445211	1426745522	55
255734249	413834927	25
255734249	448596416	100
255734249	557584751	45
255734249	414586021	15
255734249	413834924	15
255734249	414586022	25
255734249	413834967	10
255734249	413834959	10
255734249	413834919	20
255734249	566223655	15
550414602	29713132	90
550414602	530397372	100
550414602	461074907	100
550414602	31445474	100
550414602	139730	100
550414602	39635710	100
550414602	535612106	100
550414602	32743519	100
